name,blurb,goal,pledged,usd_pledged,backers_count,country,currency,created_at,launched_at,deadline,staff_pick,spotlight,creator,is_starrable,state,category,is_liked,is_disliked,url,campaign_day_length
Trials of Arcadia - for 5E and Pathfinder 1E + a miniature,"Stranded in the outer planes and tried by ruthless Hierophants. 
There starts the 3rd chapter in the Circle of the Blood Moon campaign!",2500.0,5205.0,5205.0,126,US,USD,2021-03-10,2021-06-17,2021-07-17,False,True,Griffon Lore Games,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/fireonclaymorewoods/trials-of-arcadia-for-5e-and-pathfinder-1e-a-miniature,30
Mission Decks,"Mission Decks are prebuilt game decks, designed to be reusable for awesome TTRPG sessions in NCM's Carbyne Jungle or using the 5e OGL",3000.0,5190.0,5190.0,105,US,USD,2020-01-11,2020-02-17,2020-03-16,False,True,Nor Cal Mythos,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/carbynejungle/mission-decks,28
"Memento Mori / Memento Vivere, a 5E/OSR Module & Setting","If Lovecraft & Kafka shook hands, the place where their clammy flesh touched would be this book. A game of madness, magic, and meaning.",3000.0,5170.0,5170.0,118,US,USD,2019-11-19,2019-12-04,2020-01-03,False,True,Judas Lynch,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/judasandmagnolia/memento-mori-memento-vivere,30
Tellatale,"Tellatale is a campaign setting for 5E where fables and fairy tales collide. Combining Oz, Peter Pan, Grimm Bros, and more!",3000.0,5155.0,5155.0,121,US,USD,2021-03-23,2021-04-30,2021-05-30,False,True,Cinder Dove Publishing (N. Scott Jonas),False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/cinderdove/tellatale,30
RPG T-Shirt Collection by Mythic Nation,"High quality t-shirts inspired by D&D 1E - 5E, Pathfinder, fantasy role playing games, and fantasy themed board games.",1000.0,5143.0,5143.0,107,US,USD,2020-12-04,2021-02-17,2021-03-19,False,True,Mythic Nation,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/1719872687/rpg-t-shirt-collection-by-mythic-nation,30
The Master's Vault: Dungeons & Dragons Quick-Ref Accessories,"Deluxe Set of 150 Reference Cards / Item Chips, Fully Compatible with Dnd/D&D 5e Adventuring Gear",5000.0,5095.0,5095.0,88,US,USD,2020-02-21,2021-03-13,2021-04-12,False,True,Brybelly,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/brybelly/the-masters-vault-tabletop-rpg-equipment-tokens-and-cards,30
MAPS FOR FANTASY RPGs 2 - ROYALTY FREE MAPS,"Full Color, Hand Drawn Maps for Fantasy TTRPGs like DnD / 5e, Pathfinder, Runequest, OSR - ROYALTY FREE USE in PRINT/DIGITAL/STREAMING!",500.0,6801.32,4938.9935077252,215,AU,AUD,2021-10-01,2021-10-05,2021-10-20,False,True,Laidback Dungeon Master,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/laidbackdm/maps-for-fantasy-rpgs-2-royalty-free-maps,15
Blood of the Brood Mother - A Fantasy TTRPG Adventure for 5E,A  new adventure with an old school vibe. Brought to you by Old Gator Games.,1100.0,5094.0,5094.0,137,US,USD,2021-04-25,2021-05-18,2021-06-12,False,True,John Larson - The Tactical DM,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/1214921696/blood-of-the-brood-mother-a-fantasy-ttrpg-adventure-for-5e,25
Clash at Kell Crenn: A D&D 5e Adventure,"An original D&D 5e level 6-8 adventure: A river-fort siege, a magical lodestone, and a relic-tower hidden deep in the Broken Lands.",250.0,5067.0,5067.0,315,US,USD,2020-04-20,2020-05-05,2020-05-29,False,True,William Murakami-Brundage,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/482738549/clash-at-kell-crenn-a-dandd-5e-adventure,24
The Folio #24 & #25 Double Edition Adventure Set,"Double Edition, 5E & 1E High Level Adventure Module Set",3000.0,5049.0,5049.0,164,US,USD,2019-10-24,2019-10-28,2019-11-14,False,True,Scott Taylor,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/563681582/the-folio-24-and-25-double-edition-adventure-set,17
"The Folio #15, 1E/5E Format Adventure Module","Creating an old school 'forbidden island' adventure in 1E & 5E formats, for novice to experienced gamers.",3000.0,5039.0,5039.0,227,US,USD,2017-06-24,2017-06-25,2017-07-10,False,True,Scott Taylor,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/563681582/the-folio-15-1e-5e-format-adventure-module,15
SHOTGLASS ADVENTURES: KAL-ZAR'S BANE 3 - TITANOTHAE RISING,"A book of 7 One-Shot Adventures for 5e & OSR Fantasy TTRPGs, Digital Maps Package with grid and grid-less maps + Royalty Free License",1000.0,6445.32,4973.8547975172,226,AU,AUD,2021-04-29,2021-05-03,2021-05-18,False,True,Laidback Dungeon Master,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/laidbackdm/shotglass-adventures-kal-zars-bane-3-titanothae-rising,15
Knights of Gartania 2: Lords and Ladies - a D&D 5E book,A character supplement book to D&D 5E that contains a range of Knight themed characters for NPC or player use,1500.0,4031.0,5000.45279923,100,GB,GBP,2020-04-14,2020-04-22,2020-05-30,False,True,Nathan Hill,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/nathanhillustration/knights-of-gartania-2-lords-and-ladies-a-dandd-5e-book,38
Monster & Content Conversion Guide for Pathfinder to 5E/P2E,"A step-by-step guide to converting monsters, NPCs, and adventure content from P1E to Fifth Edition/5E and Pathfinder Second Edition P2E",500.0,4959.0,4959.0,328,US,USD,2019-12-04,2019-12-16,2020-01-05,False,True,J. Evans Payne,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/infiniumgamestudio/monster-and-content-conversion-guide-for-pathfinder-to-5e-p2e,20
The GM's Toolkit for Random Encounters,"A Collection of 5E D&D Encounters, Scenarios, and High-Quality Maps!",300.0,3580.0,4963.6599044,124,GB,GBP,2021-02-07,2021-03-11,2021-04-01,False,True,Dead Channel Studios,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/deadchannelstudios/the-gms-toolkit-to-random-encounters,21
Shotglass Adventures - 10 adventures for D&D 5e and OSR RPGs,"A book of 10 fantasy adventures with DM and players' maps, new monsters and magic items, city and region settings and random tables",500.0,6860.32,4892.0937117776,323,AU,AUD,2019-02-04,2019-02-25,2019-03-27,False,True,Laidback Dungeon Master,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/laidbackdm/shotglass-adventures-10-adventures-for-dandd-5e-an,30
Dungeon Grappling RPG Supplement,Give grappling a well-deserved boost with this gripping supplement. Usable with RPGs from the OSR through 5e.,1500.0,4853.13,4853.13,294,US,USD,2016-10-20,2016-11-07,2016-12-06,False,True,Douglas H. Cole,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/gamingballistic/dungeon-grappling-rpg-supplement,29
"Anthro-Adventures RPG Setting, Now for 5E & Pathfinder",Anthro-Adventures is a 5E compatible world setting featuring realms ruled by animal-human hybrid races.,1000.0,4835.0,4835.0,141,US,USD,2017-12-17,2017-12-18,2018-01-14,False,True,T.J. Lantz,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/494568513/anthro-adventures-setting-for-5e,27
The Warlock's Book of Secrets,A supplement for the warlock class for 5e.,3000.0,4829.0,4829.0,311,US,USD,2020-07-14,2020-11-09,2020-12-10,False,True,Jon Leitheusser,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/bookofsecrets/the-warlocks-book-of-secrets,31
The Royal Unicorn 5E: Tavern Rules and Intro Adventure.,"A 5th Edition supplement for owning and running Taverns, and a full adventure!",200.0,3458.0,4811.2241541,121,GB,GBP,2021-06-01,2021-06-23,2021-07-08,False,True,Dead Channel Studios,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/deadchannelstudios/the-royal-unicorn-5e-tavern-rules-and-intro-adventure,15
Clock Strike Zero,An original adventure module compatible with D&D 5e and OSR systems,4000.0,4750.69,4750.69,108,US,USD,2020-08-02,2020-08-07,2020-09-11,False,True,Minor Realm Games,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/minorrealmgames/clock-strike-zero,35
"Honey, I Shrunk the Party!",A 5e Dungeons and Dragons adventure where the party is shrunken down to miniature size- and must escape the kitchen of an evil wizard!,1500.0,4717.0,4717.0,164,US,USD,2021-01-21,2021-04-01,2021-05-01,False,True,Cody,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/honeyishrunktheparty/honey-i-shrunk-the-party,30
"FlexAI: Dynamic Monster & NPC Rules, Plus Bestiary for RPGs","Rules and tables to drive contextual, dynamic AI behavior for monsters and NPCs in any tabletop roleplaying game (Pathfinder/5E+ more).",500.0,4716.0,4716.0,179,US,USD,2019-04-28,2019-05-14,2019-05-28,False,True,J. Evans Payne,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/infiniumgamestudio/flexai-dynamic-monster-and-npc-rules-for-tabletop,14
DnD 5e Herbalism Kit: Healing Potion Dice Rollers,Make your Herbalism Kit come to life with four full sized Healing Potion dice rollers in a presentation box.,2000.0,3505.0,4656.68723545,60,GB,GBP,2020-10-19,2020-11-23,2020-12-23,False,True,Crit Happens Dice,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/crithappensdice/dnd-5e-herbalism-kit-healing-potion-dice-rollers,30
Just Dessert,"A whimsical, food-themed 5e adventure for characters of level 1-8",1200.0,3388.0,4632.51620832,145,GB,GBP,2021-09-02,2021-09-28,2021-10-19,False,True,Bridie Dutton,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/thesecretcatshop/just-dessert,21
Flik Silverpen's Guide to Dragon Town #zinequest,A low-level TTRPG adventure set in the mysterious and whimsical Dragon Town (5e and OSR compatible!),600.0,4657.0,4657.0,299,US,USD,2021-01-22,2021-02-01,2021-02-15,False,True,JP Coovert,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/jpcoovert/flik-silverpens-guide-to-dragon-town,14
Fire on Claymore Woods - a module for 5E and Pathfinder,"A vain celestial, drunken fairies and plotting druids. Meet the second chapter of the Circle of the Blood Moon campaign!",1500.0,4627.0,4627.0,129,US,USD,2020-11-15,2020-12-09,2021-01-08,False,True,Griffon Lore Games,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/fireonclaymorewoods/fire-on-claymore-woods-a-module-for-5e-and-pathfinder,30
Shotglass Adventures 3 - 10 adventures for DnD 5e & OSR RPGs,"A book of 10 D&D (5E & OSR) adventures with full color maps, new monsters & magic items, new settings & lore, hints & random tables",1500.0,6920.32,4738.1700267968,159,AU,AUD,2020-01-25,2020-01-25,2020-02-24,False,True,Laidback Dungeon Master,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/laidbackdm/shotglass-adventures-3-10-adventures-for-dnd-5e-and-osr-rpgs,30
Xon: Bathed in Blood - An Epic Hack & Slash Dungeon Crawl,"A standalone interactive RPG module in The Lost Dungeons of Xon series, compatible with 5th Edition (5E) & Pathfinder Roleplaying Game.",2000.0,4565.0,4565.0,232,US,USD,2016-03-14,2016-03-24,2016-05-18,False,True,"Burning Yeti Studios, LLC",False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/burningyeti/xon-ii-bathed-in-blood-an-epic-hack-and-slash-dung,55
The Geneva Cavern Adventures D&D 5e,"The Geneva Cavern Series. This effort will produce three new adventure Modules for AD&D 1e, D&D 5e, 77Worlds, & DragonScales RPGs.",1500.0,4561.0,4561.0,73,US,USD,2019-06-30,2019-07-26,2019-09-24,False,True,Stephen Lee,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/geneva/the-geneva-cavern-adventures-dandd-5e,60
Dragon Drop Adventures 5e,"Dragon Drop Adventures are easy to implement, high octance, and fun, single session adventures for Dungeons & Dragons 5e.",150.0,3630.0,4546.4223585,296,GB,GBP,2016-12-02,2016-12-02,2017-01-31,False,True,Dragon Turtle Games,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/dragonturtlegames/dragon-drop-adventures-5e,60
Cyberwilds Augmentations: 5e Magic Item Compendium,Fusing Machines and Flesh with Cyberware Magic Items and Rules,1750.0,4540.5,4540.5,325,US,USD,2020-12-04,2021-02-23,2021-03-29,False,True,Ethan Brewerton,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/ethansbrewerton/cyberwild-augmentations-5e-magic-item-compendium,34
Lands of Lunacy - A tabletop RPG Setting Guide for 1E or 5E,"A tabletop game setting supplement for your 1E - OSRIC or 5E game.
Easily adds to your current setting offering GMs limitless options.",1000.0,4538.0,4538.0,187,US,USD,2016-10-01,2016-10-02,2016-10-17,False,True,Lloyd Metcalf,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/lmetcalf/lands-of-lunacy-a-tabletop-rpg-setting-guide-for-1,15
Arabian Fights: A DnD 5E Supernatural Desert Campaign,"A D&D 5E/Pathfinder adventure to escape and explore a beautiful, chaotic desert of death.",2500.0,4530.0,4530.0,109,US,USD,2019-05-15,2019-05-16,2019-06-15,False,True,One Shot Wonderland,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/oneshotwonderland/arabian-fights-a-5e-setting-campaign,30
World of Asatania - Epic RPG Adventures for 5E,"Easy to run 5E adventures in an epic campaign world. Includes play-tested content, maps, art and everything you need for weeks of play!",500.0,4529.0,4529.0,108,US,USD,2015-12-21,2015-12-31,2016-02-04,False,True,Michael Cerny,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/298854994/world-of-asatania-epic-rpg-adventures-for-5e,35
"Adûl, City of Gold: A D&D 5e Adventure","An original D&D 5e level 6-8 adventure: The adventurers discover a map to Adûl, the mythical City of Gold.",250.0,4526.0,4526.0,282,US,USD,2020-01-27,2020-02-03,2020-02-29,False,True,William Murakami-Brundage,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/482738549/adul-city-of-gold-a-dandd-5e-adventure,26
Cities of Myth (5e): Fallen Camelot,A 5e-compatible setting to restore a fallen mythological kingdom.,3000.0,4525.0,4525.0,176,US,USD,2020-03-01,2020-05-18,2020-06-15,False,True,Realmwarp Media,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/realmwarpmedia/cities-of-myth-5e-fallen-camelot,28
The Titans Trail: A Mech vs Kaiju 5e Expansion Module,"An extensive 5e expansion, adding Mech vs Kaiju combat in a Victorian Science Fantasy  and open world campaign with full artwork.",1200.0,4491.0,4491.0,195,US,USD,2020-04-30,2020-05-26,2020-06-25,False,True,Kyle Cheney,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/kylecheney/the-titans-trail-a-mech-vs-kaiju-5e-expansion-module,30
Micro Dungeons Halloween Edition for DnD - $1 USD,Ready to play mini adventures for Dungeons and Dragons 5E D&D,1000.0,92288.11,4593.2558338313,2738,MX,MXN,2021-09-13,2021-09-21,2021-10-06,False,True,Guillermo Buenfil,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/dnd5e/micro-dungeons-halloween-edition-for-dnd-1-usd,15
DM Yourself,"A zine for how to play 5e D&D adventures, solo",1000.0,3643.0,4693.82549937,536,GB,GBP,2020-02-26,2020-02-29,2020-03-14,False,True,Tom Scutt,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/tomscutt/dm-yourself,14
Hidden Oddities: A Guide to Survival for 5e,"A collection of modular rules to augment 5th edition. A New Game + with a focus on survival, lethality, and scarcity.",4000.0,4410.33,4410.33,211,US,USD,2020-02-27,2020-03-04,2020-04-03,False,True,Eva Brown,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/evaoddveig/hidden-oddities-a-guide-to-survival,30
"Bed, Bath, & Behemoth: An Epic D&D 5e Adventure",Xardax the behemoth has moved into a famous hot spring and refuses to leave. An epic D&D 5e adventure for level 17-20 characters.,250.0,4378.0,4378.0,248,US,USD,2021-04-09,2021-04-14,2021-05-06,False,True,William Murakami-Brundage,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/482738549/bed-bath-and-behemoth-an-epic-dandd-5e-adventure,22
The Folio #22 (1E/5E D&D Adventure),An fantasy adventure in both classic AD&D and 5th Edition D&D formats.,3000.0,4370.0,4370.0,159,US,USD,2019-02-28,2019-03-31,2019-04-15,False,True,Scott Taylor,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/563681582/the-folio-21-1e-5e-dandd-adventure,15
Assassin Adventures: Quests for D&D 5E,"A collection of 10 instant assassin adventures for Dungeons and Dragons Fifth Edition, designed to easily implement into your campaign!",1000.0,3166.0,4429.84928044,363,GB,GBP,2021-06-14,2021-06-18,2021-07-18,False,True,Laura MCL,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/1982621222/assassin-adventures-quests-for-5e,30
"Brindlemarsh, a 1E & 5E adventure of Dragons and Dungeons",Brindlemarsh (BR-2) is the second in the Brindle series of OSRIC & Fifth Edition adventures from Fail Squad Games.,1500.0,4344.0,4344.0,172,US,USD,2018-08-11,2018-08-12,2018-09-01,False,True,Lloyd Metcalf,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/lmetcalf/brindlemarsh-a-1e-and-5e-adventure-of-dragons-and,20
Cloudsea: (5e) 5th Edition Primer to Living Atop the Clouds,"Live your life on one of three sky-cities, with a Roaring 20s vibe, and a radioactive sea of clouds just below everyone.",1300.0,4335.0,4335.0,164,US,USD,2020-03-23,2021-07-05,2021-08-04,False,True,Miguel Colon,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/mcolon/cloudsea-a-primer-to-living-atop-the-clouds,30
The Council of Bones 5e Adventure,A campaign book for the 5th Edition of the world's most popular roleplaying game in a gothic horror setting for character levels 1-10.,3500.0,4333.0,4333.0,103,US,USD,2021-09-01,2021-09-01,2021-10-01,False,True,Craig Bogart,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/mysterycity/the-council-of-bones-5e-adventure-0,30
"Gauntlets & Gaslight:Gothic Horror Steampunk, Pathfinder/5E","New monsters, powerful artifacts, and rules to forge Incarnae: golem/elementals that embody abstract concepts.  For Pathfinder and 5E.",2500.0,4314.0,4314.0,82,US,USD,2018-10-27,2018-11-30,2019-01-07,False,True,J. Evans Payne,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/infiniumgamestudio/incarnae-gothic-horror-steampunk-fleshpunk-for-pat,38
Rational Magic,"Rational Magic is a dystopian fantasy campaign filled with espionage, intrigue, and investigation for the 5e and the Lore System RPGs.",4000.0,4309.0,4309.0,95,US,USD,2019-05-21,2019-06-28,2019-07-28,False,True,Sons of the Singularity LLC,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/singularity-sons/rational-magic,30
Chronicle Cards - Universal RPG Tools,"Easily create engaging characters, items, encounters and more for ANY role playing game (not just 5e DnD!)",5000.0,6052.32,4373.6260706928,97,AU,AUD,2018-11-17,2018-12-07,2019-01-06,False,True,Chronicle Cards,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/chroniclecardsii/chronicle-cards-universal-rpg-tools,30
Seidkona Saga: Wizards of the High Tower,"A solo / co-op RPG campaign that uses the rules of 5E DND / D&D and is written to allow play without a DM, also playable in discord.",750.0,4296.0,4296.0,339,US,USD,2021-02-08,2021-04-06,2021-05-06,False,True,Eric Smith,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/dodrichesofandvari/seidkona-saga-wizards-of-the-high-tower,30
Kaiser's Gate for SWAdE and 5e,This Kickstarter is to create new content in a 5e compatible version and to update the original SW version to SWADE.,1300.0,4295.0,4295.0,152,US,USD,2020-10-09,2020-11-17,2020-12-17,False,True,"Battlefield Press, Inc.",False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/battlefieldpress/kaisers-gate-for-swade-and-5e,30
World of Myrr Adventure Modules and Handbook for 5th Edition,"Six 5E adventures and the Between Dungeons Handbook for 5E Game Masters. Includes original art, play-tested content, maps, and more!",4000.0,5770.97,4270.4430659385,136,CA,CAD,2016-11-21,2016-11-27,2016-12-27,False,True,Cawood Publishing,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/cawoodpublishing/world-of-myrr-adventure-modules-and-handbook-for-5,30
SHOTGLASS ADVENTURES: GRAVIS TOWN BLUES for 5e & OSR RPGs,"6 One-Shots, New Monsters, New Magic Items & Lore for 5e / DnD & OSR RPGs!
Bonus: CONNECTABLE DUNGEONS 2: VAULTS!",1000.0,5903.32,4194.3075022364,254,AU,AUD,2020-07-25,2020-07-27,2020-08-26,False,True,Laidback Dungeon Master,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/laidbackdm/shotglass-adventures-gravis-town-blues-for-5e-and-osr-rpgs,30
Astral Tides: A Break Kickstarter Supplement for 5E!,"Vehicles, classes, races, locations, and other rules and settings for planes-hopping adventurers.

For the fans, by the fans.",2000.0,4177.0,4177.0,267,US,USD,2019-07-22,2019-08-01,2019-08-31,False,True,James Streissand,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/jstreissand/astral-tides-a-break-kickstarter-supplement-for-5e,30
Reaping at River's End for 5e and S&W RPG!,"The town of River's End has lost its mage, Mortimer. Rumor has it he has fallen into the dark arts. Aid the people to save River's End!",1500.0,4127.0,4127.0,208,US,USD,2019-04-18,2019-06-25,2019-07-15,False,True,Pacesetter Games & Simulations,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/pacesettergames/reaping-at-rivers-end-for-5e-and-sandw-rpg,20
Eastern Fantasy Adventures for D&D 5e and SotDL (RPG),2 hardcover adventures in the Mists of Akuma campaign setting: the (finished) Trade War AP & the Imperial Matchmaker mega adventure!,2940.0,4127.0,4127.0,94,US,USD,2018-08-07,2018-09-04,2018-09-18,False,True,Mike Myler,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/verantheacodex/eastern-fantasy-adventures-for-dandd-5e-and-sotdl,14
Bloody Spin-Down D20 - Oversize Dice,20 Sided Dice Hit Point Counter for Magic and 5e - Oversize 51mm (2”),1200.0,4123.69,4123.69,192,US,USD,2020-09-25,2020-10-06,2020-10-28,False,True,No Land Beyond,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/nolandbeyond/bloody-spin-down-d20-oversize-dice,22
Fifth Edition Fighter Folio & Condition Cards,We are making a Fighter's Handbook character resource and Condition Cards compatible with 5E Dungeons & Dragons.,4000.0,4117.0,4117.0,74,US,USD,2017-04-24,2017-04-28,2017-05-22,False,True,Brian Berg,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/brianberg/fifth-edition-fighter-folio-and-condition-cards,24
"The Lost Temple of Forgotten Evil, a 5e/OSR adventure",A non-linear adventure in the classic Sandbox style where the party opposes the efforts of followers of a Lovecraftian Old God,2000.0,4111.0,4111.0,179,US,USD,2015-12-07,2016-02-06,2016-03-06,False,True,Dark Naga Adventures (Kevin Watson),False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/darknaga/the-lost-temple-of-forgotten-evil-a-5e-osr-adventu,29
Maximum HP Issue #004 - UNDEAD for 5E & 1E,Maximum HP is a tabletop RPG 'zine relating to the world's favorite tabletop game regarding to Dragons and Dungeons. For 1E and 5E.,1000.0,4095.0,4095.0,199,US,USD,2020-10-02,2020-10-06,2020-10-31,False,True,Lloyd Metcalf,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/lmetcalf/maximum-hp-undead,25
"5e Urban Developments - Subclasses, Items, Races, & Spells",New options for your campaign and/or players who have more of a city minded approach or cosmopolitan campaign to navigate.,500.0,4074.0,4074.0,128,US,USD,2020-05-14,2020-05-22,2020-06-21,False,True,Griffin Ess,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/shaded-areas/5e-urban-developments,30
Mag of Holding for 5e,"A stunning D&D 5e magazine crammed with new creatures, spells, items, encounters, NPCs, subclasses, backgrounds, and other DM tools.",500.0,2909.0,4041.24319084,274,GB,GBP,2021-02-15,2021-02-18,2021-03-03,False,True,Paddy Finn,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/paddyfinn/mag-of-holding-for-5e,13
Deck of Magical Mystery: 5e compatible,A complete 54 card deck of Unique Random Magic Item Cards for D&D 5E (or other fantasy RPG's) for apprentice-level characters tier 1-4,2500.0,4055.0,4055.0,163,US,USD,2018-01-08,2018-01-16,2018-02-15,False,True,Ralph Levi Clark,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/sessionzero/deck-of-magical-mystery-5e-compatible,30
Lost Hall of Tyr: A 5e Adventure (Dungeon Grappling support),Lost Hall of Tyr is an adventure designed for Fifth Edition with explicit support for Gaming Ballistic's Dungeon Grappling ruleset.,2500.0,4055.0,4055.0,241,US,USD,2017-09-18,2017-10-03,2017-10-30,False,True,Douglas H. Cole,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/gamingballistic/lost-hall-of-tyr-a-5e-adventure-dungeon-grappling,27
Petals and Thorns: What Do You Believe In?,A 5e and Pathfinder adventure path about power and what you do with it.,500.0,4024.0,4024.0,199,US,USD,2018-08-29,2018-09-11,2018-10-11,False,True,Chamomile Has A Project,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/458886079/petals-and-thorns-what-do-you-believe-in,30
SHOTGLASS ADVENTURES - KAL-ZAR'S BANE 2: MINED GAMES,"7 One-Shot adventures, new monsters, new magic items & lore for 5e / DnD & OSR RPGs!",1500.0,5429.32,3875.989919204,232,AU,AUD,2020-10-22,2020-10-25,2020-11-24,False,True,Laidback Dungeon Master,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/laidbackdm/shotglass-adventures-kal-zars-bane-2-mined-games,30
5e album - La Pourpour,"La Fanfare Pourpour est en production de son 5e album.                     
Nous avons besoin de votre aide pour le terminer.",5000.0,5256.0,4047.2860896,121,CA,CAD,2015-07-15,2015-07-21,2015-09-05,True,True,Fanfare Pourpour,False,successful,Music,False,False,https://www.kickstarter.com/projects/pourpour/5e-album-la-pourpour,46
Bine Yag: Enchanted Gardens (5E D&D) RPG,"Journey to the Isle of Sakylana and unlock the secrets of Bine Yag to save Legendaria. Compatible with AD&D, AS&SH & DCC.",1000.0,3915.0,3915.0,144,US,USD,2021-06-05,2021-06-10,2021-07-10,False,True,Tim Krause,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/zencala/bine-yag-enchanted-gardens-5e-dandd-rpg,30
A Travellers guide to the Candy Realms - A 5e Setting Guide,A Thrilling setting guide to the mystical land of sweet adventures. Join us on an adventure into the Candy Realms,1000.0,3031.0,3967.42808651,90,GB,GBP,2020-07-21,2020-08-23,2020-09-17,False,True,Aberrate Press,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/aberratepress/candy-land-a-5e-setting-guide,25
The 'Big Book' of DND 5E Characters..,A new book of 600 Playable DND - 5E characters (PCs).. Built for the Make 100 campaign..,500.0,3898.0,3898.0,84,US,USD,2019-12-24,2020-01-01,2020-02-02,False,True,"Jason ""Journeyman Blacksmith"" Henderson",False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/techsupportcentral/the-big-book-of-dnd-5e-characters,32
The Black Lotus of Thalarion: A D&D 5e Dreamlands Adventure,The heroes are sent into the Dreamlands to seek the black lotus of Thalarion. A Mythos D&D 5e adventure for level 5-7 characters.,250.0,3888.0,3888.0,288,US,USD,2020-04-19,2021-02-03,2021-02-25,False,True,William Murakami-Brundage,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/482738549/the-black-lotus-of-thalarion-a-dandd-5e-dreamlands-adventure,22
