name,blurb,goal,pledged,usd_pledged,backers_count,country,currency,created_at,launched_at,deadline,staff_pick,spotlight,creator,is_starrable,state,category,is_liked,is_disliked,url,campaign_day_length
The Traveler's Guide to The Toxic Seas,A 5e campaign setting atop the highest mountains with uniquely deep world detail! Be immersed with a slew of culturally rich content!,5000.0,2691.0,2691.0,94,US,USD,2021-04-10,2021-07-09,2021-08-08,False,False,Jeran Jenks,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/duskteller/the-toxic-seas-a-5e-campaign-setting,30
Ghaulareth's Vengeance (Canceled),"Live the story. Comic book/Tabletop RPG, D&D 5E, Pathfinder adaptable, playing cards included.",500.0,2363.0,2635.69712359,93,IT,EUR,2019-03-29,2019-05-21,2019-06-20,False,False,Diego Pisa Artworks,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/2029996743/ghaulareths-vengeance,30
Mortimizer's Magnificent Monsters of the Multiverse,Four high-quality 28mm resin miniatures of massive and unique monsters for both painters and gamers. With 5e compatible rules.,8000.0,2574.0,2574.0,38,US,USD,2020-12-12,2021-06-01,2021-07-01,False,False,Happy Owl Games,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/happy-owl-games/mortimizers-magnificent-monsters-of-the-multiverse,30
Enchanted forest of Aristok - custom campaign setting for 5e,"A custom campaign compatible with all major role-playing games, 27 new custom monsters requiring a new way of thinking to overcome!",2500.0,2076.0,2653.08600252,26,GB,GBP,2020-02-08,2020-03-04,2020-04-03,False,False,MiniForge,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/miniforgekickstarter/enchanted-forest-of-aristok-custom-campaign-setting-for-5e,30
Art of War: Bushido/Wuxia Setting for Savage Worlds & 5e,"Pick a Clan. Select a Trope. Become a Hero. 
A ""Warring States"" inspired fictional world setting with Samurai and Youxia.",3500.0,2455.0,2455.0,80,US,USD,2017-12-14,2018-04-08,2018-05-08,False,False,glarose,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/259606561/art-of-war-bushido-wuxia-setting-for-savage-worlds,30
CYB_R: A cyberpunk genre adaption of 5e DnD,"Adapting D&D 5th edition to the cyberpunk genre, with an emphasis on retro-futuristic style and dystopian technology fears.",5000.0,2424.0,2424.0,80,US,USD,2018-09-08,2019-02-04,2019-03-06,False,False,Kelly Black,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/kellyblack/cyb-r-a-cyberpunk-genre-adaption-of-5e-dnd,30
Nolan Locke's Exquisite Corpse (Canceled),A 5e D&D campaign guidebook designed to expand your game narrative.,50000.0,2422.0,2422.0,36,US,USD,2021-08-03,2021-09-17,2021-10-31,False,False,The Corpse Exquisite,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/151874595/nolan-lockes-exquisite-corpse,44
Keychain Minis - 5E and Pathfinder Compatible (Canceled),The most durable and portable tabletop minis ever made. Never leave home without your mini.,7000.0,2261.0,2261.0,59,US,USD,2020-07-06,2020-09-23,2020-10-23,False,False,Jared Bouck,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/jaredbouck/character-keychains,30
Of Drow Origin (Canceled),"An RPG module compatible with D&D 5E with extras like 28mm minis, maps, and other supplements to enhance your gaming experience.",12000.0,2227.0,2227.0,32,US,USD,2016-08-12,2016-11-02,2016-12-02,False,False,Randy Aitken,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/1065541321/of-drow-origin,30
The Elegant Fount: More Creativity for your DnD 5E Campaigns,Do you crave more options for your adventures that involve dungeons and dragons and other monsters? Check out this OGL 5e splatbook.,12500.0,2212.0,2212.0,54,US,USD,2020-01-21,2020-06-09,2020-07-09,False,False,James,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/gentlemangames/the-elegant-fount,30
Island of Moaning Voices by EPiK - 5E Compatible,"An extended adventure module compatible with Fifth Edition, designed for 4-6 characters from level 1 (or more) to 10.",12500.0,1990.0,2108.2741774,49,IT,EUR,2016-01-28,2016-11-28,2016-12-28,False,False,Entire Party Killed,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/1252815070/island-of-moaning-voices-by-epik-5e-compatible,30
Savage Jungles of Threshen (Canceled),"A 5E campaign settings book with jungles, savage beasts, lost temples, fame, and fortune await. 
Get Your Free Adventure Now!!!!",10000.0,2052.0,2052.0,37,US,USD,2020-09-26,2020-10-05,2020-11-25,False,False,Doc's Mad Lab Games,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/junglesofthreshen/savage-jungles-of-threshen,51
On Ouisconsin: A 5E Dungeons and Dragons Adventure,"An illustrated campaign for 4-6 characters, starting at Levels 1-2. 7 outdoor maps, at least 5 dungeons. More than 7 mythical beasts.",5000.0,1857.37,1857.37,87,US,USD,2018-02-06,2018-02-07,2018-03-09,False,False,Tim Krause,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/zencala/on-ouisconsin-a-5e-dungeons-and-dragons-adventure,30
The Shadow Gates Campaign Book (D&D 5E),"The Shadow Gates is D&D 5e Campaign book that I am creating. The content will cover levels 1-20 with new subclasses, monsters and more!",7100.0,1851.0,1851.0,141,US,USD,2020-04-02,2020-04-03,2020-06-01,False,False,Aaron Perez,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/1742920512/the-shadow-gates-campaign-book-dandd-5e,59
Legacy of Len,"A fantasy adventure Pathfinder and 5E with unique dungeon mechanics, monsters, and a stand-alone base-building expansion card deck!",5500.0,1800.0,1800.0,58,US,USD,2017-09-25,2017-10-10,2017-11-09,False,False,Shane Majewski,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/65504897/legacy-of-len,30
Deck of Moji Condition & Spell Cards for 5e & TTRPGs! (Canceled),"A custom deck of over 50 Condition and Spell Cards featuring ""Moji the Gremlin"" for 5e and other popular Tabletop Role-Playing Games!",3000.0,1742.0,1742.0,94,US,USD,2020-11-28,2020-12-31,2021-01-31,False,False,Ralph Levi Clark,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/sessionzero/deck-of-moji-condition-and-spell-cards-for-5e-and-ttrpgs,31
Sons Of Trinacria / A Unique D&D 5e Campaign,"SoT is a Steampunk campaign for D&D 5e. Set in a real Italian Island, with new Items, Classes, Enemies and more!",5000.0,1514.0,1705.30831328,66,IT,EUR,2020-06-07,2020-06-16,2020-07-16,False,False,SonsOfTrinacria,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/2023356530/sons-of-trinacria-a-unique-dandd-5e-campaign,30
What a lovely adventure – romantic LGBTQ+ one-shot anthology,A book of 8 LGBTQ+ romantic adventures and a new ruleset for relationships compatible with 5e,20800.0,6281.0,1589.83233651,57,PL,PLN,2021-03-24,2021-04-02,2021-05-02,False,False,Ania Kończak,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/transparentgms/what-a-lovely-adventure-romantic-lgbtq-one-shot-anthology,30
The Mechanazium Part 1: A Megadungeon Adventure for 5E (Canceled),"Part 1 of a  level 3-15 megadungeon adventure, for 5th Edition D&D.",10000.0,1623.0,1623.0,58,US,USD,2019-01-11,2019-01-18,2019-02-28,False,False,James Streissand,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/jstreissand/the-mechanazium-part-1-a-megadungeon-adventure-for,41
Relics of the Retroverse 5E Compatible (Canceled),A deck of 50 magic items on standard poker sized playing cards officially licensed for the upcoming Retroverse 5E Compatible TTRPG!,5000.0,1491.0,1491.0,57,US,USD,2018-06-08,2018-06-13,2018-07-15,False,False,Ralph Levi Clark,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/sessionzero/relics-of-the-retroverse-5e-compatible,32
SagaBox - 5E resin minis + enemy and item cards every month.,A subscription box with loot for Game Masters & Players!,4000.0,1432.0,1432.0,31,US,USD,2021-08-11,2021-09-14,2021-10-16,False,False,Game Master Studios,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/sagabox/sagabox,32
The Cryptobestiary: A Cryptid Monster Supplement for 5e (Canceled),"A creature supplement based on American cryptids & urban legends, with a classic horror film tone, for 5e tabletop campaigns.",15000.0,1417.0,1417.0,40,US,USD,2018-10-01,2018-10-31,2018-12-01,False,False,Farthest Star Media,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/1123518109/the-cryptobestiary-a-cryptid-monster-supplement-fo,31
Inspiration Cards - Player Rewards for Roleplaying Games,"Player rewards for ANY roleplaying game, with a focus on D&D 5e... also a deck of playing cards!",4000.0,1397.0,1397.0,93,US,USD,2016-07-16,2016-07-20,2016-08-05,False,False,Jonathan Wilson,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/1750773027/inspiration-cards-player-rewards-for-dandd-5e,16
Osziana: An exciting new Campaign Setting for 5e,"A land where magic has changed drastically, and ingenuity has given rise to all new heroes to meet the many threats of a harsh world.",4500.0,1322.0,1322.0,53,US,USD,2019-12-25,2020-03-20,2020-04-19,False,False,OmegaDragon Entertainment,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/omegadragon/osziana,30
Molldini's Silver Pack: the deck of even more things!,"Featuring a flexible effect system and fresh content, Molldini's Silver Pack for DnD 5E will help you bring the unexpected back.",70000.0,901.0,1245.59342363,25,GB,GBP,2020-07-30,2021-05-04,2021-06-03,False,False,Sam Polti,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/1220363178/molldinis-silver-pack-a-deck-of-even-more-things,30
Initiative Tracker for Tabletop Gaming,A new type of initiative tracker for 5e and other tabletop RPGs that integrates personalization with high quality craftsmanship.,2500.0,1252.0,1252.0,25,US,USD,2019-03-27,2019-05-14,2019-06-14,False,False,Tabletop Foundations,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/tabletopfoundations/initiative-tracker-for-tabletop-gaming,31
5e: Dangerous Don Duffield's Tall Tales of Derring-do (Canceled),Dangerous Don Duffield's Tall Tales of Derring-do are 10 action-packed adventures for 5th Edition! Everyone will know your name!,8500.0,1216.0,1216.0,17,US,USD,2019-07-29,2019-07-31,2019-08-30,False,False,Jill Poisson,False,canceled,Games,False,False,https://www.kickstarter.com/projects/jpoisson/5e-dangerous-don-duffields-tall-tales-of-derring-do,30
"Vampires, Werewolves, & Hags of Myth for Pathfinder & 5e",Using real mythology & folklore a folklorist & GM will give you new options to play Pathfinder/5e and develop your own worlds.,1600.0,1214.0,1214.0,41,US,USD,2018-11-30,2019-01-31,2019-03-02,False,False,Ty Hulse,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/tyhulse/vampires-werewolves-and-hags-of-myth-for-pathfinde,30
Status Stickers - A fun way to tracking status effects. 5e,"Keep track of 15 different status effects using stickers! Excellent art, awesomely fun and ridiculously affordable!",2000.0,1179.5,1179.5,52,US,USD,2018-06-19,2018-07-06,2018-08-05,False,False,Deep Dungeon Games,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/deepdungeongames/status-stickers-a-fun-way-to-tracking-status-effec,30
"The Mescalaro Prophecy (5E Dungeons & Dragons), Level 4-6",A 5E Dungeons & Dragons adventure: the Mescalaro Prophecy. Save the tribe by recovering their stories and restoring their prophecy.,1500.0,1170.0,1170.0,54,US,USD,2019-08-12,2019-08-14,2019-09-13,False,False,Tim Krause,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/zencala/the-mescalaro-prophecy-5e-dungeons-and-dragons-level-4-6,30
Love'n Fools (Canceled),A one-shot romantic comedy adventure module compatible with 5e,7500.0,1163.0,1163.0,35,US,USD,2021-07-20,2021-09-07,2021-09-29,False,False,Verge Games,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/vergegames/loven-fools,22
D&D Spell Slot Tracking Discs/Class Feature Counters,GM's & Players! Spell and Feature counters now available for D&D (Dungeons and Dragons) 5E and Pathfinder. Usable with other games too.,7000.0,1144.0,1144.0,16,US,USD,2018-01-30,2018-02-03,2018-03-05,False,False,Mick Williams,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/1453258126/spell-slot-tracking-discs,30
Mini Quests: Volume 1 (Canceled),"3 digital, 5th edition(5e) ttrpg/rpg, one-shot adventures for 2nd, 4th, and 6th level characters. Dragons and Dungeons sold separately.",2500.0,1119.0,1119.0,46,US,USD,2018-11-13,2018-11-29,2018-12-23,False,False,Landon Guss,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/349611448/mini-quests-volume-1,24
Reusable 5e Character Booklets (And Other Things),"Character Booklets where all the pages are coated to be wet/dry erase markers.
Also Campaign Journals (uncoated), Stickers, & Artwork.",5000.0,1076.0,1076.0,34,US,USD,2019-05-28,2019-06-03,2019-06-21,False,False,Griffin Ess,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/shaded-areas/dnd-campaign-and-character-journals,18
Seeker's Guide to Uathan - A Dungeons & Dragons Setting,A new campaign setting sourcebook for the Dungeons & Dragons 5e role-playing game. Features some six new playable races and more.,20000.0,1018.0,1018.0,59,US,USD,2021-07-07,2021-07-07,2021-09-05,False,False,Cade Howarth,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/titandream/seekers-guide-to-uathan-a-dungeons-and-dragons-setting,60
Summoner Chronicles: a 5e Sourcebook + Dark Fantasy Novel (Canceled),"An immersive RPG supplement featuring the summoner class and their familiars, the demiplane of magic, and a dark fantasy magical novel.",5000.0,789.0,1011.27916296,28,GB,GBP,2019-10-22,2019-10-29,2019-11-17,False,False,District 31,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/1118172895/summoner-chronicles-a-sourcebook-for-5th-edition-novel,19
A Crow's Tale,"Dungeons and Dragons (DnD 5e) encounters tailored to your party of adventurers – lore and figurines included.
Survivability may vary.",14000.0,840.0,961.43061,19,DE,EUR,2020-02-25,2020-07-22,2020-08-23,False,False,Jan Martin Fülleborn,False,failed,Live Games,False,False,https://www.kickstarter.com/projects/224972043/a-crows-tale,32
"The Exodus of Wolfbane, The RPG Adventure, Reborn in 5E! (Canceled)","An epic RPG campaign of tragedy, survival, and redemption, reborn in 5E! Featuring custom mechanics and full-color illustrations!",10000.0,974.0,974.0,33,US,USD,2021-01-01,2021-02-04,2021-03-08,False,False,Gaming Honors,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/gaminghonors/the-exodus-of-wolfbane-the-rpg-adventure-reborn-in-5e,32
Monstrous Antagonism,A 5E three-part adventure featuring an epic tale for new and experienced players. Face up against the Tyrants from Another Dimension!,2000.0,787.0,974.716814,52,GB,GBP,2020-03-30,2020-04-03,2020-06-01,False,False,Dead Channel Studios,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/deadchannelstudios/monstrous-antagonism,59
Sapelo Island: Plight of the Eagles (Dungeons & Dragons) (Canceled),A Dungeons and Dragons (5E) Adventure for Fourth Level Players. Save the Platinum Eagles from evil pirates on Black Beard's Island.,1250.0,967.0,967.0,33,US,USD,2019-10-05,2019-10-05,2019-10-25,False,False,Tim Krause,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/zencala/sapelo-island-plight-of-the-eagles-dungeons-and-dragons,20
The Clash of Courts - A 5E Campaign (Canceled),A 5E Campaign for Levels 1 to 12+ based on the conflict between a Halfling City State and the Courts of the Fey.,10000.0,1309.32,966.2992269588,47,AU,AUD,2018-04-17,2018-07-25,2018-08-22,False,False,Andrew Chirgwin,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/halflingcaravangames/the-clash-of-courts-a-5e-campaign,28
Bardic Inspiration: A DnD 5e Supplemental and Zine,For all those funky folks out there who love & play bards or those who are bard-curious. Please let us cast Bardic Inspiration on you!,8000.0,937.0,937.0,34,US,USD,2019-01-09,2019-07-09,2019-08-08,False,False,pukaparade,False,failed,Zines,False,False,https://www.kickstarter.com/projects/pukaparade/bardic-inspiration-a-dnd-5e-supplemental-and-zine,30
